@relation aggregate

@attribute r numeric
@attribute d numeric
@attribute dToCritical numeric
@attribute dToDesirable numeric
@attribute hasLM numeric
@attribute Label {N,Y}

@data
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0,0.01,-1,16,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.03,5,8,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.03,0.01,6,9,0.17,N
0.06,0.02,5,9,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
1,0,0,-1,0.33,Y
0.01,0.02,10,15,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.03,0.01,6,9,0.17,N
0.06,0.02,5,9,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
1,0,0,-1,0.33,Y
0.01,0.02,10,15,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.03,0.01,6,9,0.17,N
0.06,0.02,5,9,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.03,5,8,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0,0.01,-1,16,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.03,5,8,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
1,0,0,-1,0.33,Y
0.01,0.02,10,15,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0,0.01,-1,16,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.03,0.01,6,9,0.17,N
0.06,0.02,5,9,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0,0.01,-1,16,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.05,0.01,8,15,0.17,N
0,1,-1,0,0.33,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.03,5,8,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.03,0.01,6,9,0.17,N
0.06,0.02,5,9,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.04,0.01,7,10,0.33,N
0.01,0,12,17,0.5,N
0.02,0,10,16,0.5,N
0.05,0.01,9,15,0.33,N
1,0,0,-1,0.33,Y
0,0.01,10,15,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.04,0.01,7,10,0.33,N
0.01,0,12,17,0.5,N
0.02,0,10,16,0.5,N
0.05,0.01,9,15,0.33,N
0.21,0.01,6,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.03,5,8,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.04,0.01,7,10,0.33,N
0.01,0,12,17,0.5,N
0.02,0,10,16,0.5,N
0.05,0.01,9,15,0.33,N
0.21,0.01,6,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,10,16,0.33,N
0.01,0.03,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.02,0.04,7,14,0.17,N
0.04,0.02,3,15,0,N
0,1,-1,1,0.17,N
0,1,-1,0,0.33,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,10,16,0.33,N
0.01,0.03,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.02,0.04,7,14,0.17,N
0.04,0.02,3,15,0,N
0,1,-1,1,0.17,N
0,1,-1,0,0.33,N
0.02,0.01,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,10,16,0.33,N
0.01,0.03,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.05,0.01,8,15,0.17,N
0,1,-1,0,0.33,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.03,0.01,6,9,0.17,N
0.06,0.02,5,9,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0,0.01,-1,16,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.04,0.01,7,10,0.33,N
0.01,0,12,17,0.5,N
0.02,0,10,16,0.5,N
0.05,0.01,9,15,0.33,N
0.21,0.01,6,14,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.03,0.01,6,9,0.17,N
0.06,0.02,5,9,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0.27,0.01,5,14,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.03,5,8,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
1,0,0,-1,0.33,Y
0.01,0.02,10,15,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.04,0.01,7,10,0.33,N
0.01,0,12,17,0.5,N
0.01,0,11,17,0.5,N
0.03,0.01,10,16,0.5,N
0.05,0.01,9,15,0.33,N
0,0.01,10,15,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.02,0.04,7,14,0.17,N
0.04,0.02,3,15,0,N
0,1,-1,1,0.17,N
0,1,-1,0,0.33,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.04,0.01,7,10,0.33,N
0.01,0,12,17,0.5,N
0.02,0,10,16,0.5,N
0.05,0.01,9,15,0.33,N
1,0,0,-1,0.33,Y
0,0.01,10,15,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.04,0.01,7,10,0.33,N
0.01,0,12,17,0.5,N
0.02,0,10,16,0.5,N
0.05,0.01,9,15,0.33,N
0.21,0.01,6,14,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.01,5,10,0.17,N
0.11,0,5,19,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
1,0,0,-1,0.33,Y
0.01,0.02,10,15,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.02,0.04,7,14,0.17,N
0.04,0.02,4,16,0.17,N
0,1,-1,0,0.33,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,10,16,0.33,N
0.01,0.03,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.03,0,3,15,0,N
0.04,0.03,6,16,0.17,N
0,1,-1,0,0.33,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.03,5,8,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0,0.01,-1,16,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,10,16,0.33,N
0.01,0.03,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.02,0.04,7,14,0.17,N
0.04,0.02,4,16,0.17,N
0,1,-1,0,0.33,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.04,0.01,7,10,0.33,N
0.01,0,12,17,0.5,N
0.01,0,11,17,0.5,N
0.03,0.01,10,16,0.5,N
0.05,0.01,9,15,0.33,N
0.21,0.01,6,14,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.03,0.01,6,9,0.17,N
0.06,0.02,5,9,0.33,N
0.11,0,4,18,0.5,N
0.11,0,4,18,0.5,N
0.22,0.01,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0,0.01,-1,16,0.17,N
0,1,-1,0,0.17,N
0.01,0.01,9,10,0.5,N
0.02,0.02,8,9,0.5,N
0.02,0,6,21,0.33,N
0.02,0,5,20,0.33,N
0.06,0.03,5,8,0.33,N
0.11,0,4,18,0.5,N
0.15,0,3,17,0.5,N
0.44,0.01,2,16,0.33,N
0,0.01,-1,16,0.17,N
0,1,-1,0,0.17,N
0.02,0.01,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.03,0,3,15,0,N
0.04,0.03,6,16,0.17,N
0,1,-1,0,0.33,N
0.02,0.01,8,9,0.5,N
0.3,0.03,2,8,0.33,N
0,0.03,-1,9,0.17,N
0.01,0.02,10,16,0.17,N
0.01,0.02,9,15,0.33,N
0.02,0.06,8,14,0.17,N
0.05,0.01,8,15,0.17,N
0,1,-1,0,0.33,N
0,0,8,9,0.5,N
0,0,7,8,0.5,N
0.05,0.01,7,13,0.33,N
0.03,0.02,5,6,0.17,N
0.08,0.06,4,5,0.33,N
0.11,0.07,2,3,0.5,N
0.33,0.22,1,2,0.33,N
0,0.33,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,7,8,0.5,N
0.05,0.01,7,13,0.33,N
0.03,0.02,5,6,0.17,N
0.08,0.06,4,5,0.33,N
0.11,0.07,2,3,0.5,N
0.33,0.22,1,2,0.33,N
1,0,0,-1,0.33,Y
0,0.5,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,7,8,0.5,N
0.05,0.01,7,13,0.33,N
0.03,0.02,5,6,0.17,N
0.08,0.06,4,5,0.33,N
0.08,0.06,3,4,0.5,N
0.17,0.11,2,3,0.5,N
0.33,0.22,1,2,0.33,N
1,0,0,-1,0.33,Y
0,0.5,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,7,8,0.5,N
0.05,0.01,7,13,0.33,N
0.03,0.02,5,6,0.17,N
0.08,0.06,4,5,0.33,N
0.11,0.07,2,3,0.5,N
0.33,0.22,1,2,0.33,N
0,0.33,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,8,9,0.5,N
0,0,7,8,0.5,N
0.05,0.01,7,13,0.33,N
0.03,0.02,5,6,0.17,N
0.08,0.06,4,5,0.33,N
0.08,0.06,3,4,0.5,N
0.17,0.11,2,3,0.5,N
0.33,0.22,1,2,0.33,N
1,0,0,-1,0.33,Y
0,0.5,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,7,8,0.5,N
0.05,0.01,7,13,0.33,N
0.03,0.02,5,6,0.17,N
0.08,0.06,4,5,0.33,N
0.08,0.06,3,4,0.5,N
0.17,0.11,2,3,0.5,N
0.33,0.22,1,2,0.33,N
0,0.33,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,8,9,0.5,N
0,0,7,8,0.5,N
0.05,0.01,7,13,0.33,N
0.03,0.02,5,6,0.17,N
0.08,0.06,4,5,0.33,N
0.11,0.07,2,3,0.5,N
0.33,0.22,1,2,0.33,N
1,0,0,-1,0.33,Y
0,0.5,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,8,9,0.5,N
0,0,7,8,0.5,N
0.05,0.01,7,13,0.33,N
0.03,0.02,5,6,0.17,N
0.08,0.06,4,5,0.33,N
0.08,0.06,3,4,0.5,N
0.17,0.11,2,3,0.5,N
0.33,0.22,1,2,0.33,N
0,0.33,-1,1,0.17,N
0,1,-1,0,0.17,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.17,N
0.04,0.01,5,10,0.33,N
0.07,0,5,17,0.5,N
0.1,0,4,16,0.5,N
0.29,0.01,3,15,0.33,N
1,0,0,-1,0.33,Y
0.01,0.02,9,14,0.17,N
0,1,-1,0,0.17,N
0.04,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.17,N
0.04,0.01,5,10,0.33,N
0.07,0,5,17,0.5,N
0.1,0,4,16,0.5,N
0.29,0.01,3,15,0.33,N
0.19,0.02,4,13,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.04,0.01,6,8,0.5,N
0.25,0.01,3,9,0.33,N
0,0,-1,9,0.17,N
0.01,0,10,17,0.17,N
0.01,0,8,16,0.33,N
0.02,0,7,15,0.17,N
0.02,0.05,6,12,0.17,N
0,1,-1,0,0.33,N
0.04,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.17,N
0.04,0.01,5,10,0.33,N
0.07,0,5,17,0.5,N
0.1,0,4,16,0.5,N
0.29,0.01,3,15,0.33,N
0.19,0.02,4,13,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.04,0.01,6,8,0.5,N
0.25,0.01,3,9,0.33,N
1,0,0,-1,0.33,Y
0,0.01,9,10,0.17,N
0,0,11,18,0.17,N
0.01,0,9,16,0.33,N
0.02,0,8,15,0.17,N
0.01,0.01,9,14,0.17,N
0,1,-1,0,0.33,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.25,0.01,3,9,0.33,N
1,0,0,-1,0.33,Y
0,0.01,9,10,0.17,N
0,0,11,18,0.17,N
0,0,10,17,0.33,N
0.01,0,9,16,0.33,N
0.02,0,8,15,0.17,N
0.01,0.01,9,14,0.17,N
0,1,-1,0,0.33,N
0.04,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.33,N
0.06,0.02,6,12,0.5,N
0.08,0.02,5,10,0.5,N
0.24,0.07,4,9,0.33,N
0.21,0.02,4,13,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.33,N
0.06,0.02,6,12,0.5,N
0.08,0.02,5,10,0.5,N
0.24,0.07,4,9,0.33,N
0.21,0.02,4,13,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.25,0.01,3,9,0.33,N
0,0,-1,9,0.17,N
0.01,0,10,17,0.17,N
0.01,0,8,16,0.33,N
0.02,0,7,15,0.17,N
0.02,0.05,6,12,0.17,N
0,1,-1,0,0.33,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.33,N
0.06,0.02,6,12,0.5,N
0.08,0.02,5,10,0.5,N
0.24,0.07,4,9,0.33,N
0.22,0.17,4,7,0.17,N
0,1,-1,0,0.17,N
0.04,0.01,6,8,0.5,N
0.25,0.01,3,9,0.33,N
1,0,0,-1,0.33,Y
0,0.01,9,10,0.17,N
0,0,11,18,0.17,N
0,0,10,17,0.33,N
0.01,0,9,16,0.33,N
0.02,0,8,15,0.17,N
0.01,0.01,9,14,0.17,N
0,1,-1,0,0.33,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.33,N
0.06,0.02,6,12,0.5,N
0.08,0.02,5,10,0.5,N
0.24,0.07,4,9,0.33,N
1,0,0,-1,0.33,Y
0,0.02,9,14,0.17,N
0,1,-1,0,0.17,N
0.04,0.01,6,8,0.5,N
0.25,0.01,3,9,0.33,N
0,0,-1,9,0.17,N
0.01,0,10,17,0.17,N
0.01,0,9,17,0.33,N
0.01,0,8,16,0.33,N
0.02,0,7,15,0.17,N
0.02,0.05,6,12,0.17,N
0,1,-1,0,0.33,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.25,0.01,3,9,0.33,N
0,0,-1,9,0.17,N
0.01,0,10,17,0.17,N
0.01,0,9,17,0.33,N
0.01,0,8,16,0.33,N
0.02,0,7,15,0.17,N
0.02,0.05,6,12,0.17,N
0,1,-1,0,0.33,N
0.04,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.17,N
0.04,0.01,5,10,0.33,N
0.07,0,5,17,0.5,N
0.1,0,4,16,0.5,N
0.29,0.01,3,15,0.33,N
0.3,0.02,2,14,0.17,N
0,1,-1,0,0.17,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.17,N
0.04,0.01,5,10,0.33,N
0.07,0,5,17,0.5,N
0.1,0,4,16,0.5,N
0.29,0.01,3,15,0.33,N
0.3,0.02,2,14,0.17,N
0,1,-1,0,0.17,N
0.04,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.17,N
0.04,0.01,5,10,0.33,N
0.07,0,5,17,0.5,N
0.1,0,4,16,0.5,N
0.29,0.01,3,15,0.33,N
1,0,0,-1,0.33,Y
0.01,0.02,9,14,0.17,N
0,1,-1,0,0.17,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.25,0.01,3,9,0.33,N
1,0,0,-1,0.33,Y
0,0.01,9,10,0.17,N
0,0,11,18,0.17,N
0.01,0,9,16,0.33,N
0.02,0,8,15,0.17,N
0.01,0.01,9,14,0.17,N
0,1,-1,0,0.33,N
0.04,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.33,N
0.06,0.02,6,12,0.5,N
0.08,0.02,5,10,0.5,N
0.24,0.07,4,9,0.33,N
0.22,0.17,4,7,0.17,N
0,1,-1,0,0.17,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.33,N
0.06,0.02,6,12,0.5,N
0.08,0.02,5,10,0.5,N
0.24,0.07,4,9,0.33,N
0.21,0.02,4,13,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.17,N
0.04,0.01,5,10,0.33,N
0.07,0,5,17,0.5,N
0.1,0,4,16,0.5,N
0.29,0.01,3,15,0.33,N
0.19,0.02,4,13,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.03,0.01,7,9,0.5,N
0.05,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.17,N
0.04,0.01,5,10,0.33,N
0.07,0,5,17,0.5,N
0.1,0,4,16,0.5,N
0.29,0.01,3,15,0.33,N
0.19,0.02,4,13,0.33,N
1,0,0,-1,0.33,Y
0,1,-1,1,0.17,N
0,1,-1,0,0.17,N
0.04,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.33,N
0.06,0.02,6,12,0.5,N
0.08,0.02,5,10,0.5,N
0.24,0.07,4,9,0.33,N
0.21,0.02,4,13,0.33,N
0.5,0.5,1,1,0.17,N
0,1,-1,0,0.17,N
0.04,0.01,6,8,0.5,N
0.05,0,7,20,0.33,N
0.02,0.01,5,8,0.33,N
0.06,0.02,6,12,0.5,N
0.08,0.02,5,10,0.5,N
0.24,0.07,4,9,0.33,N
1,0,0,-1,0.33,Y
0,0.02,9,14,0.17,N
0,1,-1,0,0.17,N
0,0,-1,8,0.5,N
0,0,-1,6,0.33,N
0,0,-1,5,0.17,N
0,0.01,-1,4,0.33,N
0,0.04,-1,3,0.5,N
0,0.11,-1,2,0.33,N
0,0.33,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,-1,8,0.5,N
0,0,-1,7,0.33,N
0,0.01,-1,6,0.17,N
0,0.02,-1,5,0.17,N
0,0.07,-1,4,0.33,N
0,0.22,-1,3,0.17,N
0,0.33,-1,3,0.17,N
0,0.5,-1,1,0,N
0,1,-1,0,0.17,N
0,0,-1,9,0.33,N
0,0,-1,8,0.5,N
0,0,-1,6,0.33,N
0,0,-1,5,0.17,N
0,0.01,-1,4,0.33,N
0,0.04,-1,3,0.5,N
0,0.11,-1,2,0.33,N
0,0.33,-1,1,0.17,N
0,1,-1,0,0.17,N
0,0,-1,8,0.5,N
0,0,-1,7,0.33,N
0,0.01,-1,6,0.17,N
0,0.02,-1,5,0.17,N
0,0.07,-1,4,0.33,N
0,0.22,-1,3,0.17,N
0,0.33,-1,1,0,N
0,1,-1,0,0.17,N
0,0,-1,9,0.33,N
0,0,-1,8,0.5,N
0,0,-1,7,0.33,N
0,0.01,-1,6,0.17,N
0,0.02,-1,5,0.17,N
0,0.07,-1,4,0.33,N
0,0.22,-1,3,0.17,N
0,0.33,-1,1,0,N
0,1,-1,0,0.17,N
0,0,-1,9,0.33,N
0,0,-1,8,0.5,N
