ob,R1,D1,R2,D2,R3,D3,R4,D4,R5,D5,R6,D6,R7,Label
MOVE PLACE_3_7 PLACE_3_8,0.46,0.31,0.53,0.29,0.19,0.19,10.0,10.0,0.39,0.39,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.31,0.53,0.29,0.31,0.31,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.31,0.31,0.29,0.29,0.31,0.31,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.34,0.31,0.47,0.29,0.27,0.31,12.0,10.0,0.55,0.33,0.62,0.4,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.45,0.57,0.54,0.62,0.23,0.19,8.0,10.0,0.07,0.33,0.25,0.45,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.5,0.67,0.57,0.71,0.23,0.19,8.0,10.0,0.07,0.39,0.25,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.5,0.59,0.57,0.69,0.37,0.19,8.0,10.0,0.14,0.44,0.31,0.55,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.36,0.48,0.33,0.6,0.36,0.18,8.0,10.0,0.21,0.5,0.38,0.6,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.36,0.46,0.33,0.53,0.36,0.19,8.0,10.0,0.29,0.56,0.44,0.65,2.0,N
MOVE PLACE_2_8 PLACE_2_9,0.36,0.46,0.33,0.53,0.36,0.18,8.0,10.0,0.36,0.39,0.5,0.5,2.0,N
MOVE PLACE_2_9 PLACE_2_10,0.36,0.35,0.43,0.53,0.46,0.31,8.0,10.0,0.14,0.44,0.25,0.55,1.0,Y
MOVE PLACE_2_10 PLACE_2_11,0.31,0.31,0.29,0.29,0.31,0.31,8.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_2_11 PLACE_3_11,0.29,0.31,0.35,0.29,0.27,0.31,8.0,10.0,0.55,0.33,0.62,0.4,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.45,0.57,0.54,0.62,0.23,0.19,8.0,10.0,0.07,0.33,0.25,0.45,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.5,0.67,0.57,0.71,0.23,0.19,8.0,10.0,0.07,0.39,0.25,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.5,0.59,0.57,0.69,0.37,0.19,8.0,10.0,0.14,0.44,0.31,0.55,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.36,0.48,0.33,0.6,0.36,0.18,8.0,10.0,0.21,0.5,0.38,0.6,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.36,0.46,0.33,0.53,0.36,0.19,8.0,10.0,0.29,0.56,0.44,0.65,2.0,N
MOVE PLACE_2_8 PLACE_3_8,0.46,0.31,0.53,0.29,0.19,0.19,10.0,10.0,0.39,0.39,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.31,0.53,0.29,0.31,0.31,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.31,0.31,0.29,0.29,0.31,0.31,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.34,0.31,0.47,0.29,0.27,0.31,12.0,10.0,0.55,0.33,0.62,0.4,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.45,0.57,0.54,0.62,0.23,0.19,8.0,10.0,0.07,0.33,0.25,0.45,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.5,0.67,0.57,0.71,0.23,0.19,8.0,10.0,0.07,0.39,0.25,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.5,0.59,0.57,0.69,0.37,0.19,8.0,10.0,0.14,0.44,0.31,0.55,2.0,N
MOVE PLACE_2_6 PLACE_3_6,0.57,0.33,0.69,0.43,0.19,0.19,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.57,0.33,0.62,0.43,0.19,0.19,10.0,10.0,0.56,0.33,0.65,0.45,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.46,0.31,0.53,0.29,0.19,0.19,10.0,10.0,0.39,0.39,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.31,0.53,0.29,0.31,0.31,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.31,0.31,0.29,0.29,0.31,0.31,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.34,0.31,0.47,0.29,0.27,0.31,12.0,10.0,0.55,0.33,0.62,0.4,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.67,0.33,0.71,0.43,0.19,0.19,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.64,0.33,0.73,0.43,0.19,0.19,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.69,0.33,0.76,0.43,0.19,0.19,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.57,0.33,0.69,0.43,0.19,0.19,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.57,0.33,0.62,0.43,0.19,0.19,10.0,10.0,0.56,0.33,0.65,0.45,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.46,0.31,0.53,0.29,0.19,0.19,10.0,10.0,0.39,0.39,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.31,0.53,0.29,0.31,0.31,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.31,0.31,0.29,0.29,0.31,0.31,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.34,0.31,0.47,0.29,0.27,0.31,12.0,10.0,0.55,0.33,0.62,0.4,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.45,0.57,0.54,0.62,0.23,0.19,8.0,10.0,0.07,0.33,0.25,0.45,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.5,0.67,0.57,0.71,0.23,0.19,8.0,10.0,0.07,0.39,0.25,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.5,0.59,0.57,0.69,0.37,0.19,8.0,10.0,0.14,0.44,0.31,0.55,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.36,0.48,0.33,0.6,0.36,0.18,8.0,10.0,0.21,0.5,0.38,0.6,2.0,N
MOVE PLACE_2_7 PLACE_3_7,0.57,0.33,0.62,0.43,0.19,0.19,10.0,10.0,0.56,0.33,0.65,0.45,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.46,0.31,0.53,0.29,0.19,0.19,10.0,10.0,0.39,0.39,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.31,0.53,0.29,0.31,0.31,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.31,0.31,0.29,0.29,0.31,0.31,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.34,0.31,0.47,0.29,0.27,0.31,12.0,10.0,0.55,0.33,0.62,0.4,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.45,0.57,0.54,0.62,0.23,0.19,8.0,10.0,0.07,0.33,0.25,0.45,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.5,0.67,0.57,0.71,0.23,0.19,8.0,10.0,0.07,0.39,0.25,0.5,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.69,0.33,0.76,0.43,0.19,0.19,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.57,0.33,0.69,0.43,0.19,0.19,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.57,0.33,0.62,0.43,0.19,0.19,10.0,10.0,0.56,0.33,0.65,0.45,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.46,0.31,0.53,0.29,0.19,0.19,10.0,10.0,0.39,0.39,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.31,0.53,0.29,0.31,0.31,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.31,0.31,0.29,0.29,0.31,0.31,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.34,0.31,0.47,0.29,0.27,0.31,12.0,10.0,0.55,0.33,0.62,0.4,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.45,0.57,0.54,0.62,0.23,0.19,8.0,10.0,0.07,0.33,0.25,0.45,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.5,0.67,0.57,0.71,0.23,0.19,8.0,10.0,0.07,0.39,0.25,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.5,0.59,0.57,0.69,0.37,0.19,8.0,10.0,0.14,0.44,0.31,0.55,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.36,0.48,0.33,0.6,0.36,0.18,8.0,10.0,0.21,0.5,0.38,0.6,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.36,0.46,0.33,0.53,0.36,0.19,8.0,10.0,0.29,0.56,0.44,0.65,2.0,N
MOVE PLACE_2_8 PLACE_2_9,0.36,0.46,0.33,0.53,0.36,0.18,8.0,10.0,0.36,0.39,0.5,0.5,2.0,N
MOVE PLACE_2_9 PLACE_3_9,0.43,0.31,0.5,0.29,0.31,0.31,10.0,10.0,0.44,0.44,0.55,0.55,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.31,0.31,0.29,0.29,0.31,0.31,10.0,10.0,0.5,0.5,0.6,0.6,2.0,N
MOVE PLACE_3_10 PLACE_3_11,0.34,0.31,0.47,0.29,0.27,0.31,12.0,10.0,0.55,0.33,0.62,0.4,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.6,0.7,0.67,0.78,0.45,0.23,6.0,8.0,0.0,0.29,0.08,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.44,0.57,0.4,0.69,0.45,0.22,6.0,8.0,0.0,0.36,0.17,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.44,0.55,0.4,0.62,0.45,0.23,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.44,0.55,0.4,0.62,0.45,0.22,6.0,8.0,0.1,0.21,0.33,0.38,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.44,0.42,0.5,0.62,0.55,0.36,6.0,8.0,0.0,0.29,0.0,0.44,1.0,Y
MOVE PLACE_2_8 PLACE_2_9,0.36,0.36,0.33,0.33,0.36,0.36,6.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_2_9 PLACE_3_9,0.33,0.36,0.4,0.33,0.31,0.36,6.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.6,0.7,0.67,0.78,0.45,0.23,6.0,8.0,0.0,0.29,0.08,0.44,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.4,0.78,0.5,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.67,0.4,0.71,0.5,0.23,0.23,8.0,8.0,0.43,0.14,0.56,0.31,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.55,0.36,0.62,0.33,0.23,0.23,8.0,8.0,0.21,0.21,0.38,0.38,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.47,0.36,0.62,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.36,0.53,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.6,0.7,0.67,0.78,0.45,0.23,6.0,8.0,0.0,0.29,0.08,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.44,0.57,0.4,0.69,0.45,0.22,6.0,8.0,0.0,0.36,0.17,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.44,0.55,0.4,0.62,0.45,0.23,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.44,0.55,0.4,0.62,0.45,0.22,6.0,8.0,0.1,0.21,0.33,0.38,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.44,0.42,0.5,0.62,0.55,0.36,6.0,8.0,0.0,0.29,0.0,0.44,1.0,Y
MOVE PLACE_2_8 PLACE_3_8,0.36,0.36,0.33,0.33,0.36,0.36,6.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.33,0.36,0.43,0.33,0.31,0.36,6.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.6,0.7,0.67,0.78,0.45,0.23,6.0,8.0,0.0,0.29,0.08,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.44,0.57,0.4,0.69,0.45,0.22,6.0,8.0,0.0,0.36,0.17,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.44,0.55,0.4,0.62,0.45,0.23,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_2_6 PLACE_3_6,0.55,0.36,0.62,0.33,0.23,0.23,8.0,8.0,0.21,0.21,0.38,0.38,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.5,0.36,0.62,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.36,0.53,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.77,0.4,0.8,0.5,0.23,0.23,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.67,0.4,0.78,0.5,0.23,0.23,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.67,0.4,0.71,0.5,0.23,0.23,8.0,8.0,0.43,0.14,0.56,0.31,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.55,0.36,0.62,0.33,0.23,0.23,8.0,8.0,0.21,0.21,0.38,0.38,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.47,0.36,0.62,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.36,0.53,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.6,0.7,0.67,0.78,0.45,0.23,6.0,8.0,0.0,0.29,0.08,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.44,0.57,0.4,0.69,0.45,0.22,6.0,8.0,0.0,0.36,0.17,0.5,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.44,0.55,0.4,0.62,0.45,0.23,6.0,8.0,0.0,0.43,0.25,0.56,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.44,0.55,0.4,0.62,0.45,0.22,6.0,8.0,0.1,0.21,0.33,0.38,2.0,N
MOVE PLACE_2_7 PLACE_3_7,0.47,0.36,0.56,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.36,0.53,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.6,0.7,0.67,0.78,0.45,0.23,6.0,8.0,0.0,0.29,0.08,0.44,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.44,0.57,0.4,0.69,0.45,0.22,6.0,8.0,0.0,0.36,0.17,0.5,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.67,0.4,0.71,0.5,0.23,0.23,8.0,8.0,0.43,0.14,0.56,0.31,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.55,0.36,0.62,0.33,0.23,0.23,8.0,8.0,0.21,0.21,0.38,0.38,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.47,0.36,0.62,0.33,0.36,0.36,8.0,8.0,0.29,0.29,0.44,0.44,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.36,0.36,0.33,0.33,0.36,0.36,8.0,8.0,0.36,0.36,0.5,0.5,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.43,0.36,0.53,0.33,0.31,0.36,10.0,8.0,0.44,0.14,0.55,0.25,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.57,0.67,0.5,0.73,0.57,0.29,4.0,6.0,0.0,0.2,0.0,0.42,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.57,0.67,0.5,0.73,0.57,0.29,4.0,6.0,0.0,0.0,0.0,0.17,2.0,N
MOVE PLACE_2_5 PLACE_3_5,0.59,0.44,0.67,0.4,0.45,0.45,6.0,6.0,0.0,0.0,0.25,0.25,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.44,0.44,0.4,0.4,0.45,0.44,6.0,6.0,0.1,0.1,0.33,0.33,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.47,0.44,0.62,0.4,0.36,0.44,8.0,6.0,0.29,0.0,0.44,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.57,0.67,0.5,0.73,0.57,0.29,4.0,6.0,0.0,0.2,0.0,0.42,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.44,0.73,0.5,0.29,0.29,6.0,6.0,0.0,0.0,0.17,0.17,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.6,0.44,0.73,0.4,0.45,0.45,6.0,6.0,0.0,0.0,0.25,0.25,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.44,0.44,0.4,0.4,0.45,0.44,6.0,6.0,0.1,0.1,0.33,0.33,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.47,0.44,0.62,0.4,0.36,0.44,8.0,6.0,0.29,0.0,0.44,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.57,0.67,0.5,0.73,0.57,0.29,4.0,6.0,0.0,0.2,0.0,0.42,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.57,0.67,0.5,0.73,0.57,0.29,4.0,6.0,0.0,0.0,0.0,0.17,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.57,0.54,0.6,0.73,0.67,0.44,4.0,6.0,0.0,0.0,0.0,0.25,1.0,Y
MOVE PLACE_2_6 PLACE_3_6,0.44,0.44,0.4,0.4,0.45,0.44,4.0,6.0,0.1,0.1,0.33,0.33,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.4,0.44,0.5,0.4,0.36,0.44,4.0,6.0,0.29,0.0,0.44,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.8,0.5,0.83,0.6,0.29,0.29,6.0,6.0,0.2,0.0,0.42,0.08,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.67,0.47,0.73,0.5,0.29,0.29,6.0,6.0,0.0,0.0,0.17,0.17,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.59,0.44,0.73,0.4,0.45,0.45,6.0,6.0,0.0,0.0,0.25,0.25,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.44,0.44,0.4,0.4,0.45,0.44,6.0,6.0,0.1,0.1,0.33,0.33,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.47,0.44,0.62,0.4,0.36,0.44,8.0,6.0,0.29,0.0,0.44,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.57,0.67,0.5,0.73,0.57,0.29,4.0,6.0,0.0,0.2,0.0,0.42,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.57,0.67,0.5,0.73,0.57,0.29,4.0,6.0,0.0,0.0,0.0,0.17,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.57,0.54,0.6,0.73,0.67,0.44,4.0,6.0,0.0,0.0,0.0,0.25,1.0,Y
MOVE PLACE_2_6 PLACE_2_7,0.44,0.44,0.4,0.4,0.45,0.44,4.0,6.0,0.1,0.1,0.33,0.33,2.0,N
MOVE PLACE_2_7 PLACE_3_7,0.4,0.44,0.46,0.4,0.36,0.44,4.0,6.0,0.29,0.0,0.44,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.67,0.75,0.57,0.89,0.67,0.57,3.0,4.0,0.0,0.0,0.0,0.0,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.67,0.57,0.74,0.5,0.5,0.57,5.0,4.0,0.0,0.0,0.1,0.0,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.5,0.57,0.44,0.5,0.5,0.57,5.0,4.0,0.0,0.0,0.2,0.0,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.67,0.75,0.57,0.89,0.67,0.57,3.0,4.0,0.0,0.0,0.0,0.0,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.67,0.57,0.67,0.5,0.75,0.57,3.0,4.0,0.0,0.0,0.0,0.0,1.0,Y
MOVE PLACE_2_5 PLACE_3_5,0.5,0.57,0.44,0.5,0.5,0.57,3.0,4.0,0.0,0.0,0.2,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.8,0.57,0.83,0.5,0.34,0.57,5.0,4.0,0.0,0.0,0.0,0.0,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.67,0.57,0.8,0.5,0.5,0.57,5.0,4.0,0.0,0.0,0.1,0.0,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.5,0.57,0.44,0.5,0.5,0.57,5.0,4.0,0.0,0.0,0.2,0.0,2.0,N
MOVE PLACE_2_3 PLACE_3_3,0.76,0.41,0.78,0.5,0.01,0.13,14.0,14.0,0.54,0.46,0.61,0.54,2.0,N
MOVE PLACE_3_3 PLACE_3_4,0.76,0.44,0.78,0.51,0.01,0.14,14.0,14.0,0.58,0.42,0.64,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.73,0.44,0.75,0.5,0.01,0.14,14.0,14.0,0.46,0.46,0.54,0.54,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.63,0.41,0.67,0.5,0.01,0.13,14.0,14.0,0.62,0.54,0.68,0.61,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.65,0.44,0.68,0.5,0.01,0.14,14.0,14.0,0.54,0.54,0.61,0.61,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.44,0.6,0.5,0.13,0.13,14.0,14.0,0.58,0.58,0.64,0.64,2.0,N
MOVE PLACE_3_8 PLACE_3_9,0.47,0.44,0.53,0.51,0.13,0.14,14.0,14.0,0.62,0.62,0.68,0.68,2.0,N
MOVE PLACE_3_9 PLACE_3_10,0.5,0.44,0.55,0.5,0.14,0.14,14.0,14.0,0.65,0.65,0.71,0.71,2.0,N
MOVE PLACE_3_10 PLACE_4_10,0.35,0.25,0.42,0.33,0.13,0.14,14.0,14.0,0.69,0.58,0.75,0.64,2.0,N
MOVE PLACE_4_10 PLACE_4_11,0.33,0.25,0.42,0.33,0.13,0.19,14.0,14.0,0.58,0.58,0.64,0.64,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.24,0.22,0.22,0.24,0.24,14.0,14.0,0.62,0.62,0.68,0.68,2.0,N
MOVE PLACE_4_12 PLACE_4_13,0.24,0.24,0.22,0.22,0.24,0.24,14.0,14.0,0.65,0.65,0.71,0.71,2.0,N
MOVE PLACE_4_13 PLACE_4_14,0.21,0.22,0.2,0.3,0.21,0.32,16.0,14.0,0.67,0.54,0.72,0.57,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.67,0.76,0.7,0.78,0.01,0.01,14.0,14.0,0.62,0.54,0.68,0.61,2.0,N
MOVE PLACE_2_4 PLACE_3_4,0.76,0.44,0.78,0.51,0.01,0.14,14.0,14.0,0.58,0.42,0.64,0.5,2.0,N
MOVE PLACE_3_4 PLACE_3_5,0.73,0.44,0.75,0.5,0.01,0.14,14.0,14.0,0.46,0.46,0.54,0.54,2.0,N
MOVE PLACE_3_5 PLACE_3_6,0.63,0.41,0.67,0.5,0.01,0.13,14.0,14.0,0.62,0.54,0.68,0.61,2.0,N
MOVE PLACE_3_6 PLACE_3_7,0.65,0.44,0.68,0.5,0.01,0.14,14.0,14.0,0.54,0.54,0.61,0.61,2.0,N
MOVE PLACE_3_7 PLACE_3_8,0.56,0.44,0.6,0.5,0.13,0.13,14.0,14.0,0.58,0.58,0.64,0.64,2.0,N
MOVE PLACE_3_8 PLACE_4_8,0.44,0.25,0.5,0.33,0.14,0.14,14.0,14.0,0.62,0.62,0.68,0.68,2.0,N
MOVE PLACE_4_8 PLACE_4_9,0.35,0.25,0.42,0.33,0.14,0.14,14.0,14.0,0.65,0.58,0.71,0.64,2.0,N
MOVE PLACE_4_9 PLACE_4_10,0.35,0.25,0.42,0.33,0.13,0.14,14.0,14.0,0.69,0.58,0.75,0.64,2.0,N
MOVE PLACE_4_10 PLACE_4_11,0.33,0.25,0.42,0.33,0.13,0.19,14.0,14.0,0.58,0.58,0.64,0.64,2.0,N
MOVE PLACE_4_11 PLACE_4_12,0.24,0.24,0.22,0.22,0.24,0.24,14.0,14.0,0.62,0.62,0.68,0.68,2.0,N
MOVE PLACE_4_12 PLACE_4_13,0.24,0.24,0.22,0.22,0.24,0.24,14.0,14.0,0.65,0.65,0.71,0.71,2.0,N
MOVE PLACE_4_13 PLACE_4_14,0.21,0.22,0.2,0.3,0.21,0.32,16.0,14.0,0.67,0.54,0.72,0.57,2.0,N
MOVE PLACE_2_3 PLACE_2_4,0.67,0.76,0.7,0.78,0.01,0.01,14.0,14.0,0.62,0.54,0.68,0.61,2.0,N
MOVE PLACE_2_4 PLACE_2_5,0.7,0.76,0.73,0.78,0.01,0.01,14.0,14.0,0.65,0.58,0.71,0.64,2.0,N
MOVE PLACE_2_5 PLACE_2_6,0.7,0.76,0.73,0.78,0.01,0.01,14.0,14.0,0.62,0.5,0.68,0.57,2.0,N
MOVE PLACE_2_6 PLACE_2_7,0.67,0.76,0.7,0.78,0.01,0.01,14.0,14.0,0.65,0.5,0.71,0.57,2.0,N
MOVE PLACE_2_7 PLACE_2_8,0.7,0.7,0.73,0.73,0.01,0.01,14.0,14.0,0.69,0.54,0.75,0.61,2.0,N
MOVE PLACE_2_8 PLACE_2_9,0.63,0.67,0.67,0.7,0.01,0.14,14.0,14.0,0.58,0.58,0.64,0.64,2.0,N
MOVE PLACE_2_9 PLACE_3_9,0.47,0.44,0.53,0.51,0.13,0.14,14.0,14.0,0.62,0.62,0.68,0.68,2.0,N
