ob,r,d,dToCritical,dToDesirable,hasLM,Label
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.21,0.25,4,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.19,0.27,4,7,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.19,0.27,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.62,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.25,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.17,1,3,0.0,N
MOVE PLACE_2_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.0,1.0,-1,1,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.0,1.0,-1,1,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.18,0.14,2,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.33,0.17,1,3,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.25,0.25,2,2,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.17,0.33,3,1,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.25,0.23,4,7,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.25,4,6,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.25,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.5,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.25,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.33,1,3,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.25,0.25,2,2,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.17,0.2,3,5,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.21,0.25,4,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.19,0.27,4,7,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.19,0.27,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.62,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.25,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.17,1,3,0.0,N
MOVE PLACE_2_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.0,1.0,-1,1,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.25,0.23,4,7,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.25,4,6,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.25,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.5,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.25,0.19,4,6,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.18,-1,5,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.24,-1,4,0.0,N
MOVE PLACE_2_3 PLACE_2_2,0.17,0.2,3,5,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.1,2,8,0.0,N
MOVE PLACE_0_1 PLACE_0_2,0.43,0.1,5,7,0.0,N
MOVE PLACE_0_2 PLACE_0_3,0.22,0.1,8,6,0.0,N
MOVE PLACE_0_3 PLACE_1_3,0.26,0.14,7,5,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.12,0.21,6,4,0.0,N
MOVE PLACE_2_3 PLACE_3_3,0.5,0.25,6,4,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.62,0.25,5,3,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.08,0.33,4,2,0.0,N
MOVE PLACE_2_3 PLACE_2_2,0.17,0.33,3,1,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.25,0.23,4,7,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.19,0.08,5,7,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.17,0.1,3,7,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.15,-1,6,0.0,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.18,-1,6,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.18,-1,5,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.24,-1,4,0.0,N
MOVE PLACE_2_3 PLACE_2_2,0.17,0.2,3,5,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.18,0.14,2,9,1.0,N
PICKUP PLACE_0_0 KEY_1,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.0,1.0,-1,1,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.15,3,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.11,4,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.11,4,7,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,3,7,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.25,0.18,4,6,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.62,0.18,5,5,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.08,0.24,4,4,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.12,0.21,6,4,0.0,N
MOVE PLACE_1_3 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.21,0.32,4,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.19,0.34,4,7,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.19,0.34,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.75,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.38,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.33,1,3,0.0,N
MOVE PLACE_2_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.0,1.0,-1,1,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.1,2,8,0.0,N
MOVE PLACE_0_1 PLACE_0_2,0.43,0.1,5,7,0.0,N
MOVE PLACE_0_2 PLACE_0_3,0.22,0.1,8,6,0.0,N
MOVE PLACE_0_3 PLACE_1_3,0.26,0.14,7,5,0.0,N
MOVE PLACE_1_3 PLACE_2_3,0.12,0.21,6,4,0.0,N
MOVE PLACE_2_3 PLACE_3_3,0.5,0.25,6,4,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.62,0.25,5,3,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.08,0.33,4,2,0.0,N
MOVE PLACE_2_3 PLACE_2_2,0.17,0.33,3,1,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.25,0.23,4,7,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.19,0.1,5,6,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.24,0.14,7,5,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.17,0.21,6,4,0.0,N
MOVE PLACE_2_3 PLACE_3_3,0.62,0.25,6,4,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.62,0.25,5,3,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.08,0.33,4,2,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.08,0.33,5,1,0.0,N
MOVE PLACE_1_3 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.15,3,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.11,4,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.11,4,7,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,3,7,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.12,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.17,1,3,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.25,0.18,2,6,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.17,0.19,3,5,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.15,3,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.11,4,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.11,4,7,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,3,7,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.12,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.17,1,3,0.0,N
MOVE PLACE_2_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.0,1.0,-1,1,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.25,0.23,4,7,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.25,4,6,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.25,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.5,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.25,0.19,4,6,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.18,-1,5,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.24,-1,4,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.21,-1,4,0.0,N
MOVE PLACE_1_3 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.25,0.23,4,7,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.19,0.08,5,7,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.17,0.1,3,7,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.15,-1,6,0.0,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.18,-1,6,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.18,-1,5,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.24,-1,4,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.21,-1,4,0.0,N
MOVE PLACE_1_3 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.21,0.25,4,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.19,0.27,4,7,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.19,0.27,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.62,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.25,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.17,1,3,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.25,0.25,2,2,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.17,0.33,3,1,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.21,0.25,4,8,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.16,0.1,5,6,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.24,0.14,7,5,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.12,0.21,6,4,0.0,N
MOVE PLACE_2_3 PLACE_3_3,0.5,0.25,6,4,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.62,0.25,5,3,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.08,0.33,4,2,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.33,0.33,5,1,0.0,N
MOVE PLACE_1_3 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.15,3,9,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.2,0.08,4,8,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.24,0.09,8,7,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.29,0.13,3,7,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.21,0.1,4,6,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.22,0.14,6,5,0.0,N
MOVE PLACE_2_2 PLACE_2_3,0.17,0.21,6,4,0.0,N
MOVE PLACE_2_3 PLACE_3_3,0.62,0.25,6,4,0.0,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.62,0.25,5,3,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.08,0.33,4,2,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.08,0.33,5,1,0.0,N
MOVE PLACE_1_3 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.15,3,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.11,4,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.11,4,7,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,3,7,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.12,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.17,1,3,0.0,N
MOVE PLACE_2_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_1_1,0.0,1.0,-1,1,0.0,N
MOVE PLACE_1_1 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.33,0.17,1,3,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.25,0.17,2,6,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.17,0.19,3,5,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.21,0.25,4,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.19,0.27,4,7,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.19,0.27,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.62,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.25,0.25,4,4,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.62,0.25,5,3,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.08,0.33,4,2,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.33,0.33,5,1,0.0,N
MOVE PLACE_1_3 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_1,0.28,0.08,3,11,1.0,N
PICKUP PLACE_0_0 KEY_0,0.37,0.16,2,10,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.28,0.15,3,9,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.25,0.11,4,8,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.25,0.11,4,7,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.5,0.21,3,7,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.25,0.18,4,6,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.62,0.18,5,5,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.08,0.24,4,4,0.0,N
MOVE PLACE_2_3 PLACE_1_3,0.12,0.21,6,4,0.0,N
MOVE PLACE_1_3 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.21,0.32,4,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.19,0.34,4,7,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.19,0.34,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.75,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.25,-1,4,0.0,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.25,-1,3,0.0,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.33,-1,2,0.0,N
MOVE PLACE_2_3 PLACE_2_2,0.0,0.33,-1,1,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_1_0,1.0,0.0,0,-1,0.0,Y
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,1.0,0.0,0,-1,0.0,Y
MOVE PLACE_1_0 PLACE_2_0,0.21,0.32,4,8,0.0,N
MOVE PLACE_2_0 PLACE_3_0,0.19,0.34,4,7,0.0,N
MOVE PLACE_3_0 PLACE_3_1,0.19,0.34,4,6,0.0,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.25,0.75,3,5,0.0,N
MOVE PLACE_3_1 PLACE_3_0,0.25,0.38,2,4,0.0,N
MOVE PLACE_3_0 PLACE_2_0,0.33,0.33,1,3,0.0,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.25,-1,2,0.0,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.33,-1,1,0.0,N
MOVE PLACE_2_2 PLACE_1_2,0.0,1.0,-1,0,0.0,N
PICKUP PLACE_0_0 KEY_0,0.15,0.09,3,10,1.0,N
PICKUP PLACE_0_0 KEY_1,0.37,0.16,2,10,1.0,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.31,1,9,1.0,N
MOVE PLACE_0_0 PLACE_0_1,0.5,0.1,2,8,0.0,N
MOVE PLACE_0_1 PLACE_0_2,0.43,0.1,5,7,0.0,N
MOVE PLACE_0_2 PLACE_0_3,0.22,0.1,8,6,0.0,N
MOVE PLACE_0_3 PLACE_1_3,0.26,0.14,7,5,0.0,N
